Price,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District,Negotiation Type,Property Type,Latitude,Longitude,Price Range
2300,835,98,3,2,1,1,0,0,0,0,Santana/Sao Paulo,rent,apartment,-23.4859864,-46.6331472,medium
2800,1287,161,3,2,1,3,0,1,1,0,Santana/Sao Paulo,rent,apartment,-23.4858746,-46.6281801,medium
1300,476,45,1,1,0,1,0,0,0,0,Santana/Sao Paulo,rent,apartment,-23.4917984009,-46.6259346008,low
1756,744,65,2,1,0,1,0,0,0,0,Santana/Sao Paulo,rent,apartment,-23.4945411,-46.6277142,low
2000,600,63,1,2,1,2,0,0,0,0,Santana/Sao Paulo,rent,apartment,-23.5009767,-46.6389152,medium
1600,610,96,3,1,0,1,0,0,0,0,Tremembe/Sao Paulo,rent,apartment,-23.4641167,-46.6174813,low
1500,495,60,1,2,1,2,0,0,0,0,Tremembe/Sao Paulo,rent,apartment,-23.3947869,-46.6759939,low
1000,610,72,2,1,0,1,0,0,1,0,Tremembe/Sao Paulo,rent,apartment,-23.4608857,-46.595091,low
2200,585,78,2,2,1,1,0,0,1,0,Tremembe/Sao Paulo,rent,apartment,-23.4641288,-46.6011021,medium
900,520,50,2,1,0,1,0,0,0,0,Tremembe/Sao Paulo,rent,apartment,-23.4200734,-46.5806204,low
1000,610,72,2,1,0,1,0,0,1,0,Tremembe/Sao Paulo,rent,apartment,-23.4608857,-46.595091,low
1500,145,70,2,1,0,1,0,0,0,0,Tremembe/Sao Paulo,rent,apartment,-23.4572559,-46.5922614,low
1200,480,52,2,1,0,1,0,0,0,0,Tremembe/Sao Paulo,rent,apartment,-23.4572828,-46.6208532,low
1500,480,125,3,2,0,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,0.0,0.0,low
1500,520,42,1,2,1,1,0,0,1,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4819369,-46.6069541,low
1300,550,53,2,2,1,1,0,1,1,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4762876,-46.6254413,low
1500,550,53,2,2,1,2,0,1,1,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4762876,-46.6254413,low
1200,702,65,2,2,0,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,0.0,0.0,low
2000,480,75,2,1,0,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.482807,-46.6132459,medium
1200,481,52,2,1,0,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4693069,-46.5986364,low
1200,800,65,2,1,0,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4853768,-46.6110475,low
1600,660,44,1,1,0,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.485469,-46.6116883,low
1820,380,46,2,1,0,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4688001,-46.6067376,low
1400,321,73,2,1,0,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4740704,-46.6014078,low
1550,520,42,1,2,1,1,0,1,1,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4819369,-46.6069541,low
2500,770,43,1,1,0,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4949629,-46.610603,medium
1200,450,63,2,1,0,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4681325,-46.6112897,low
2800,410,70,2,1,0,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4696213,-46.6113011,medium
1850,530,50,2,1,0,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,0.0,0.0,low
1200,396,65,2,1,0,1,1,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4696213,-46.6113011,low
1000,1,40,1,1,0,0,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4802892,-46.6082058,low
1971,610,70,3,1,0,1,0,0,1,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4662629,-46.6031151,medium
2800,1846,147,3,4,3,3,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4831728,-46.613678,medium
2000,780,110,3,2,1,2,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4880112,-46.6015952,medium
2290,480,70,2,2,1,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,0.0,0.0,medium
1700,890,95,3,2,1,0,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4890335,-46.6241194,low
2100,350,46,2,1,0,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4701186,-46.6078253,medium
1600,890,95,3,2,1,2,0,1,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4891202,-46.6239076,low
1200,700,61,2,1,0,2,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4691441,-46.5984224,low
2500,1350,140,3,4,3,2,0,0,1,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4879835,-46.6228629,medium
2300,700,90,3,3,2,2,0,0,1,0,Tucuruvi/Sao Paulo,rent,apartment,0.0,0.0,medium
1800,1116,93,3,2,1,3,0,0,1,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4758002,-46.6207276,low
1200,1700,161,3,2,1,2,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4590618,-46.6153445,low
1400,400,48,2,1,0,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4687211,-46.6066773,low
1600,658,44,1,1,0,1,0,0,1,0,Tucuruvi/Sao Paulo,rent,apartment,-23.485469,-46.6116883,low
2100,436,67,3,2,1,1,0,0,1,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4726212,-46.6002933,medium
1500,652,60,2,1,0,2,0,0,1,0,Tucuruvi/Sao Paulo,rent,apartment,-23.475149,-46.6252568,low
1400,200,45,2,1,0,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.473538,-46.6041359,low
1200,670,55,2,1,0,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4830178,-46.6133416,low
1400,400,48,2,1,0,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4687211,-46.6066773,low
2000,780,110,3,2,1,2,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4880112,-46.6015952,medium
1800,310,46,2,1,0,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4701186,-46.6078253,low
1550,564,78,3,1,0,1,0,0,1,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4766869,-46.6237443,low
2800,510,71,3,1,0,1,0,0,1,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4701186,-46.6078253,medium
1800,1245,140,3,2,1,3,0,0,1,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4784987,-46.6052652,low
2200,1340,137,3,4,3,2,1,0,1,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4892453,-46.6215964,medium
1200,481,52,2,1,0,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4693069,-46.5986364,low
1860,275,46,2,1,0,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4701186,-46.6078253,medium
2100,436,67,3,2,1,1,0,0,1,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4726212,-46.6002933,medium
2310,510,71,3,1,0,1,0,0,1,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4705262,-46.6082579,medium
1600,520,43,1,2,1,1,0,0,1,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4862894,-46.61251,low
900,430,55,1,1,0,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,0.0,0.0,low
1500,190,50,1,1,0,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-26.9225117,-49.0607072,low
2700,1160,85,3,2,1,2,0,1,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4821062,-46.6098522,medium
1750,850,59,2,1,0,1,0,0,1,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4872801,-46.600586,low
2000,400,53,2,1,0,1,0,0,1,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4811666,-46.5999921,medium
1500,972,100,3,3,1,1,0,0,0,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4824482,-46.6130303,low
2800,668,80,3,2,1,1,0,1,1,0,Tucuruvi/Sao Paulo,rent,apartment,-23.487017,-46.607282,medium
1900,665,66,2,2,1,1,0,0,1,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4771203,-46.5933355,medium
1300,550,53,2,2,1,1,0,1,1,0,Tucuruvi/Sao Paulo,rent,apartment,-23.4762876,-46.6254413,low
2500,700,77,2,2,1,2,0,0,0,0,Vila Guilherme/Sao Paulo,rent,apartment,-23.5072201,-46.6041646,medium
2220,2100,144,3,2,1,2,0,0,0,0,Vila Guilherme/Sao Paulo,rent,apartment,-23.504136,-46.6012959,medium
1165,700,69,2,1,0,1,0,0,0,0,Vila Guilherme/Sao Paulo,rent,apartment,-23.5031961,-46.6033143,low
1700,400,60,2,1,0,1,1,0,0,0,Vila Guilherme/Sao Paulo,rent,apartment,-23.5100758,-46.6011967,low
1700,432,47,2,1,0,1,0,0,1,0,Vila Guilherme/Sao Paulo,rent,apartment,-23.5027466,-46.6125672,low
2000,395,80,2,1,0,1,0,1,0,0,Vila Guilherme/Sao Paulo,rent,apartment,-23.5194225,-46.6025291,medium
2500,536,74,2,2,1,1,0,0,0,0,Vila Guilherme/Sao Paulo,rent,apartment,-23.5000528,-46.6096625,medium
1800,390,84,2,1,0,1,0,1,1,0,Vila Guilherme/Sao Paulo,rent,apartment,0.0,0.0,low
2500,400,55,2,1,0,1,0,0,0,0,Vila Guilherme/Sao Paulo,rent,apartment,-23.4993961,-46.5944747,medium
2500,800,70,2,1,0,1,0,1,0,0,Vila Guilherme/Sao Paulo,rent,apartment,-23.5199977,-46.59603,medium
1630,400,58,2,1,0,1,0,1,0,0,Vila Guilherme/Sao Paulo,rent,apartment,0.0,0.0,low
2500,630,79,2,2,1,2,0,0,1,0,Vila Guilherme/Sao Paulo,rent,apartment,-23.5127608,-46.609655,medium
1486,714,50,2,1,0,0,0,0,0,0,Vila Guilherme/Sao Paulo,rent,apartment,-23.5046261,-46.6015389,low
2200,470,63,3,2,1,1,0,0,1,0,Vila Guilherme/Sao Paulo,rent,apartment,-23.5197419,-46.6015623,medium
1640,520,63,3,2,1,2,0,0,1,0,Vila Guilherme/Sao Paulo,rent,apartment,-23.5197419,-46.6015623,low
4800,0,175,3,4,3,3,1,0,1,0,Vila Guilherme/Sao Paulo,rent,apartment,-23.5042691,-46.6024213,medium
1500,530,53,2,2,1,1,0,0,0,0,Vila Guilherme/Sao Paulo,rent,apartment,-23.5036365,-46.6089331,low
1400,0,65,2,1,0,0,0,0,0,0,Vila Guilherme/Sao Paulo,rent,apartment,0.0,0.0,low
1500,550,77,3,1,0,1,0,0,0,0,Vila Guilherme/Sao Paulo,rent,apartment,0.0,0.0,low
1450,438,49,2,1,0,1,0,1,1,0,Vila Guilherme/Sao Paulo,rent,apartment,-23.5027466,-46.6125672,low
2800,1,42,1,1,0,2,0,1,1,0,Vila Guilherme/Sao Paulo,rent,apartment,-23.4949629,-46.610603,medium
1200,0,40,1,1,0,0,0,0,0,0,Vila Guilherme/Sao Paulo,rent,apartment,-23.5128992,-46.6086883,low
1600,0,40,2,2,0,0,0,0,0,0,Vila Guilherme/Sao Paulo,rent,apartment,-23.5128992,-46.6086883,low
1600,390,58,2,1,0,1,0,1,0,0,Vila Guilherme/Sao Paulo,rent,apartment,-23.5100758,-46.6011967,low
1850,360,53,2,2,1,1,0,0,1,0,Vila Guilherme/Sao Paulo,rent,apartment,-23.5166188,-46.6055052,low
800,580,57,1,1,0,1,1,0,1,0,Vila Guilherme/Sao Paulo,rent,apartment,0.0,0.0,low
1300,0,70,2,1,0,0,0,0,0,0,Vila Guilherme/Sao Paulo,rent,apartment,0.0,0.0,low
1300,0,45,1,2,1,0,0,0,0,0,Vila Maria/Sao Paulo,rent,apartment,-23.5184027,-46.5866225,low
800,230,48,1,1,0,0,0,0,1,0,Vila Maria/Sao Paulo,rent,apartment,-23.5195812,-46.5778242,low
1900,290,60,2,1,0,1,0,0,0,0,Vila Maria/Sao Paulo,rent,apartment,-23.5180565,-46.5838738,medium
1900,1100,90,3,2,1,2,0,0,1,0,Vila Maria/Sao Paulo,rent,apartment,-23.5093451,-46.582393,medium
2500,0,60,1,2,1,2,0,0,1,0,Vila Maria/Sao Paulo,rent,apartment,-23.5080478,-46.5827757,medium
750,367,56,1,1,0,0,0,0,0,0,Vila Maria/Sao Paulo,rent,apartment,-23.5166536,-46.5898803,low
900,240,43,1,1,0,0,0,0,0,0,Vila Maria/Sao Paulo,rent,apartment,-23.5111079,-46.5925711,low
790,314,43,1,1,0,0,0,0,0,0,Vila Maria/Sao Paulo,rent,apartment,-23.513092,-46.5896286,low
890,444,67,2,1,0,0,0,0,0,0,Vila Maria/Sao Paulo,rent,apartment,-23.5166536,-46.5898803,low
2000,460,69,2,2,1,1,0,0,0,0,Vila Maria/Sao Paulo,rent,apartment,-23.5065037,-46.5827204,medium
1640,520,63,3,2,1,2,0,0,1,0,Vila Maria/Sao Paulo,rent,apartment,-23.5197419,-46.6015623,low
1100,0,40,1,1,0,0,0,0,0,0,Vila Maria/Sao Paulo,rent,apartment,-23.5096768,-46.5749522,low
890,296,42,1,1,0,0,0,0,0,0,Vila Maria/Sao Paulo,rent,apartment,-23.5113402,-46.5926369,low
1800,340,45,2,1,0,1,0,1,1,0,Vila Maria/Sao Paulo,rent,apartment,-23.513449,-46.5886587,low
800,230,48,1,1,0,0,0,0,0,0,Vila Maria/Sao Paulo,rent,apartment,-23.5195812,-46.5778242,low
1400,729,69,2,2,1,2,0,0,1,0,Vila Maria/Sao Paulo,rent,apartment,-23.49025,-46.5936047,low
2000,407,69,2,2,1,1,0,0,1,0,Vila Maria/Sao Paulo,rent,apartment,-23.506535,-46.5826986,medium
500,36,45,1,2,1,0,0,0,1,0,Vila Maria/Sao Paulo,rent,apartment,0.0,0.0,low
1950,900,115,3,3,2,2,0,0,1,0,Vila Maria/Sao Paulo,rent,apartment,-23.5151568,-46.5887121,medium
950,0,53,2,1,0,0,0,0,0,0,Vila Maria/Sao Paulo,rent,apartment,0.0,0.0,low
1240,700,65,2,1,0,2,0,0,0,0,Medeiros/Sao Paulo,rent,apartment,-23.4890845,-46.5922836,low
2000,690,68,2,2,1,2,0,0,0,0,Medeiros/Sao Paulo,rent,apartment,-23.4908689,-46.5941882,medium
1450,729,68,2,2,1,2,0,0,0,0,Medeiros/Sao Paulo,rent,apartment,-23.49025,-46.5936047,low
1200,80,38,2,1,0,1,0,0,0,0,Medeiros/Sao Paulo,rent,apartment,-23.4843683,-46.5840928,low
1100,0,40,1,1,0,1,0,0,0,0,Medeiros/Sao Paulo,rent,apartment,-23.4840024,-46.6039041,low
3200,894,127,3,2,1,2,1,0,0,0,Agua Rasa/Sao Paulo,rent,apartment,-23.5586781,-46.5723288,medium
1350,0,85,2,1,0,0,0,0,0,0,Agua Rasa/Sao Paulo,rent,apartment,0.0,0.0,low
2500,680,80,3,2,1,2,0,0,1,0,Agua Rasa/Sao Paulo,rent,apartment,-23.559797,-46.5715481,medium
4500,980,112,2,2,1,3,0,1,1,0,Agua Rasa/Sao Paulo,rent,apartment,-23.560012,-46.5689728,medium
3500,980,112,3,2,1,1,0,0,1,0,Agua Rasa/Sao Paulo,rent,apartment,-23.5574379,-46.5751448,medium
2600,607,68,3,2,1,2,0,1,1,0,Agua Rasa/Sao Paulo,rent,apartment,-23.5641442,-46.5614464,medium
3500,750,87,3,2,1,2,0,1,1,0,Agua Rasa/Sao Paulo,rent,apartment,-23.5601936,-46.5684228,medium
2300,600,77,3,2,1,2,0,0,1,0,Agua Rasa/Sao Paulo,rent,apartment,-23.5650333,-46.5623732,medium
2100,540,76,3,2,1,2,0,0,1,0,Agua Rasa/Sao Paulo,rent,apartment,-23.5650333,-46.5623732,medium
2800,800,77,3,2,1,2,0,0,1,0,Agua Rasa/Sao Paulo,rent,apartment,-23.5601794,-46.5694459,medium
1500,430,56,2,2,1,1,1,0,1,0,Agua Rasa/Sao Paulo,rent,apartment,-23.5857501,-46.533612,low
2700,432,60,2,2,1,1,0,1,1,0,Agua Rasa/Sao Paulo,rent,apartment,-23.5700943,-46.5706725,medium
2900,550,79,3,2,1,2,0,1,0,0,Agua Rasa/Sao Paulo,rent,apartment,-23.559797,-46.5715481,medium
2350,650,76,2,2,1,2,0,0,1,0,Agua Rasa/Sao Paulo,rent,apartment,0.0,0.0,medium
3100,400,60,2,2,1,1,0,1,1,0,Agua Rasa/Sao Paulo,rent,apartment,-23.5700943,-46.5706725,medium
1400,550,60,2,1,0,1,0,0,0,0,Agua Rasa/Sao Paulo,rent,apartment,-23.5766338,-46.5613907,low
1400,550,60,2,1,0,1,0,0,0,0,Agua Rasa/Sao Paulo,rent,apartment,-23.5766338,-46.5613907,low
4900,1000,122,2,2,1,3,0,0,1,0,Agua Rasa/Sao Paulo,rent,apartment,-23.5596205,-46.5724013,medium
2300,900,113,3,2,1,1,0,0,0,0,Agua Rasa/Sao Paulo,rent,apartment,-23.5730015,-46.5632133,medium
3200,1450,125,3,4,3,3,1,1,1,0,Agua Rasa/Sao Paulo,rent,apartment,-23.56946,-46.5651942,medium
2500,960,82,3,2,1,0,0,1,1,0,Agua Rasa/Sao Paulo,rent,apartment,-23.5608002,-46.5683473,medium
2500,600,76,3,2,1,2,0,0,1,0,Agua Rasa/Sao Paulo,rent,apartment,-23.5650876,-46.5622674,medium
2800,900,78,3,2,1,2,0,0,1,0,Agua Rasa/Sao Paulo,rent,apartment,-23.5601794,-46.5694459,medium
1300,575,56,2,1,0,1,0,0,1,0,Agua Rasa/Sao Paulo,rent,apartment,-23.5653615,-46.5676556,low
1400,575,56,2,1,0,1,0,0,1,0,Agua Rasa/Sao Paulo,rent,apartment,-23.5653615,-46.5676556,low
2500,990,79,3,2,1,2,0,0,1,0,Agua Rasa/Sao Paulo,rent,apartment,-23.5608002,-46.5683473,medium
800,299,65,2,1,0,1,0,0,0,0,Aricanduva/Sao Paulo,rent,apartment,-23.5650882721,-46.5079727173,low
1100,700,90,2,1,0,1,0,0,0,0,Aricanduva/Sao Paulo,rent,apartment,0.0,0.0,low
1200,280,35,1,1,0,1,0,1,0,0,Aricanduva/Sao Paulo,rent,apartment,-23.5734076,-46.5030641,low
1105,495,65,3,1,0,1,1,0,0,0,Aricanduva/Sao Paulo,rent,apartment,0.0,0.0,low
1080,425,45,2,1,0,1,0,0,1,0,Aricanduva/Sao Paulo,rent,apartment,0.0,0.0,low
1100,390,45,2,1,0,1,0,0,0,0,Aricanduva/Sao Paulo,rent,apartment,0.0,0.0,low
860,400,53,3,1,0,1,0,0,0,0,Aricanduva/Sao Paulo,rent,apartment,0.0,0.0,low
900,341,46,2,2,1,1,0,0,1,0,Aricanduva/Sao Paulo,rent,apartment,0.0,0.0,low
1200,408,50,2,1,0,1,0,0,0,0,Aricanduva/Sao Paulo,rent,apartment,-23.5840135,-46.4996178,low
1050,400,50,2,1,0,1,0,0,1,0,Aricanduva/Sao Paulo,rent,apartment,-23.5635444,-46.4799482,low
1200,300,47,2,1,0,1,1,0,0,0,Aricanduva/Sao Paulo,rent,apartment,-23.5776972,-46.4913042,low
700,500,54,2,1,0,1,0,0,0,0,Aricanduva/Sao Paulo,rent,apartment,0.0,0.0,low
1000,340,47,2,1,0,1,0,0,1,0,Aricanduva/Sao Paulo,rent,apartment,-26.9225709,-49.0606445,low
1200,100,38,2,1,0,1,0,0,0,0,Aricanduva/Sao Paulo,rent,apartment,-23.5559773,-46.5181941,low
1000,150,56,2,1,0,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,0.0,0.0,low
950,150,48,2,1,0,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,0.0,0.0,low
800,130,48,2,1,0,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,0.0,0.0,low
700,200,48,2,2,1,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,0.0,0.0,low
950,150,56,2,1,0,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,-26.9225117,-49.0607072,low
1010,140,57,2,1,0,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,0.0,0.0,low
1100,200,48,2,1,0,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,0.0,0.0,low
770,340,47,2,1,0,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,-23.5692819,-46.4777341,low
900,150,58,2,2,1,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,0.0,0.0,low
805,200,48,2,1,0,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,0.0,0.0,low
910,240,53,2,1,0,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,0.0,0.0,low
1150,120,49,2,1,0,1,1,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,0.0,0.0,low
700,230,50,2,1,0,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,-23.5498041,-46.4782996,low
800,230,48,2,1,0,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,0.0,0.0,low
1220,0,59,2,2,1,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,-23.5524433,-46.4834834,low
750,106,48,2,1,0,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,0.0,0.0,low
1150,0,56,2,1,0,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,0.0,0.0,low
790,118,58,2,1,0,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,0.0,0.0,low
900,100,56,2,1,0,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,0.0,0.0,low
800,140,48,2,1,0,1,1,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,0.0,0.0,low
830,120,56,2,1,0,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,-23.5507701,-46.4887423,low
1050,250,57,2,1,0,1,1,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,0.0,0.0,low
1105,0,45,2,1,0,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,0.0,0.0,low
1000,100,49,2,1,0,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,0.0,0.0,low
900,170,48,2,1,0,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,0.0,0.0,low
1150,150,56,3,1,0,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,-23.5053909,-46.6227832,low
1260,0,47,2,1,0,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,0.0,0.0,low
1000,0,65,2,1,0,0,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,-23.536095,-46.4812409,low
1000,0,59,2,1,0,1,0,0,0,0,Artur Alvim/Sao Paulo,rent,apartment,-23.5517279,-46.4833095,low
900,387,71,1,1,0,1,0,0,0,0,Belem/Sao Paulo,rent,apartment,-23.5300255,-46.6004273,low
3100,882,110,3,3,1,1,0,0,1,0,Belem/Sao Paulo,rent,apartment,-23.5387673,-46.5947063,medium
990,516,90,2,1,0,1,0,0,0,0,Belem/Sao Paulo,rent,apartment,-23.5300255,-46.6004273,low
1200,500,58,2,1,0,1,0,0,0,0,Belem/Sao Paulo,rent,apartment,-23.5459903,-46.5952403,low
5000,720,146,3,4,3,3,0,0,1,0,Belem/Sao Paulo,rent,apartment,-23.5389874,-46.5905787,medium
2500,1575,110,3,2,1,2,0,0,1,0,Belem/Sao Paulo,rent,apartment,-23.5368368,-46.5857102,medium
1850,500,57,2,2,1,2,0,0,1,0,Belem/Sao Paulo,rent,apartment,-23.5440505,-46.5865535,low
6000,800,150,3,4,3,2,1,1,0,0,Belem/Sao Paulo,rent,apartment,-23.5509876,-46.5909082,medium
1600,300,48,2,1,0,1,1,0,0,0,Belem/Sao Paulo,rent,apartment,-23.5463533,-46.5944066,low
1600,350,48,2,1,0,1,0,0,1,0,Belem/Sao Paulo,rent,apartment,-23.5355514,-46.5995511,low
1700,672,79,2,2,1,1,0,0,1,0,Belem/Sao Paulo,rent,apartment,-23.5394299,-46.5934972,low
1250,263,32,1,1,0,1,1,0,1,0,Belem/Sao Paulo,rent,apartment,-23.5356022,-46.5996838,low
2300,857,113,3,2,1,2,0,0,0,0,Belem/Sao Paulo,rent,apartment,-23.53793,-46.5936563,medium
990,566,92,2,1,0,1,0,0,0,0,Belem/Sao Paulo,rent,apartment,-23.5300255,-46.6004273,low
1500,420,46,2,1,0,1,0,0,0,0,Belem/Sao Paulo,rent,apartment,-23.5447925,-46.6023886,low
1700,416,62,3,1,0,1,0,0,0,0,Belem/Sao Paulo,rent,apartment,-23.5369443,-46.594066,low
2500,720,68,3,2,1,1,0,0,1,0,Belem/Sao Paulo,rent,apartment,-23.5381638,-46.5915058,medium
1800,790,79,2,2,1,1,0,0,1,0,Belem/Sao Paulo,rent,apartment,-23.5394299,-46.5934972,low
2300,700,114,3,2,1,2,0,0,1,0,Belem/Sao Paulo,rent,apartment,-23.53793,-46.5936563,medium
1600,300,48,2,1,0,1,1,0,0,0,Belem/Sao Paulo,rent,apartment,-23.5463533,-46.5944066,low
2200,935,146,3,2,1,1,0,0,0,0,Belem/Sao Paulo,rent,apartment,-23.5389526,-46.5915324,medium
1500,337,55,2,1,0,1,1,0,0,0,Belem/Sao Paulo,rent,apartment,-23.5466031,-46.5948901,low
2500,857,113,3,2,1,2,1,0,0,0,Belem/Sao Paulo,rent,apartment,-23.53793,-46.5936563,medium
2500,810,107,3,2,1,2,1,0,1,0,Belem/Sao Paulo,rent,apartment,-23.5387673,-46.5947063,medium
1500,416,45,2,1,0,1,0,0,0,0,Belem/Sao Paulo,rent,apartment,-23.5447925,-46.6023886,low
3000,811,107,3,2,1,2,0,0,1,0,Belem/Sao Paulo,rent,apartment,0.0,0.0,medium
1600,306,43,2,1,0,1,1,0,0,0,Belem/Sao Paulo,rent,apartment,-23.5053909,-46.6227832,low
1400,743,63,2,1,0,1,0,0,1,0,Belem/Sao Paulo,rent,apartment,-23.5400232,-46.5868981,low
2500,857,113,3,2,1,2,1,0,0,0,Belem/Sao Paulo,rent,apartment,-23.53793,-46.5936563,medium
2600,480,68,1,1,0,0,1,0,0,0,Belem/Sao Paulo,rent,apartment,-23.5413829,-46.5863071,medium
1690,506,60,2,2,1,1,0,0,1,0,Belem/Sao Paulo,rent,apartment,-23.5409447,-46.5849579,low
1700,280,81,3,1,0,0,0,0,0,0,Belem/Sao Paulo,rent,apartment,-23.53718,-46.5931036,low
1750,760,60,3,1,0,1,0,0,0,0,Belem/Sao Paulo,rent,apartment,-23.5383806,-46.5894411,low
3800,1450,155,3,4,3,3,1,1,0,0,Belem/Sao Paulo,rent,apartment,-23.5400854,-46.593312,medium
1600,306,43,2,1,0,1,1,0,0,0,Belem/Sao Paulo,rent,apartment,-23.5053909,-46.6227832,low
1900,374,55,2,1,0,1,0,1,0,0,Belem/Sao Paulo,rent,apartment,-23.5369443,-46.594066,medium
1500,0,55,2,1,0,1,0,0,1,0,Cangaiba/Sao Paulo,rent,apartment,-23.5063905,-46.5312161,low
1000,360,55,2,1,0,0,0,0,0,0,Cangaiba/Sao Paulo,rent,apartment,0.0,0.0,low
1100,362,50,2,1,0,1,0,0,1,0,Cangaiba/Sao Paulo,rent,apartment,0.0,0.0,low
750,400,47,2,1,0,1,0,0,0,0,Cangaiba/Sao Paulo,rent,apartment,-23.501972,-46.5096438,low
1300,350,50,2,1,0,1,0,0,0,0,Cangaiba/Sao Paulo,rent,apartment,0.0,0.0,low
